artist,link,song,text
Rolling Stones,/r/rolling+stones/indian+girl_20118009.html,Indian Girl,"Little Indian girl, where is your mama?  
Little Indian girl, where is your papa?  
He's fighting in the war in the streets of Masaya  
All the children were dead, except for the girl who said  
  
""Please Mister Gringo, please find my father""  
Lesson number one that you learn while you're young  
Life just goes on and on getting harder and harder  
Little Indian girl, from Nueva, Granada  
  
Little Indian girl, from Nueva, Granada  
Yes, I saw them today. It's a sight I would say  
They're shooting down planes with their M-16 and with laughter  
  
Ma says there's no food, there's nothing left in the larder  
Last piece of meat was eaten by the soldiers that raped her  
All the children were dead, except for the girl who said  
""Please Mister Gringo, please find my father""  
  
Lesson number one that you learn while you're young  
Life just goes on and on getting harder and harder  
Life just goes on and on getting harder and harder  
Little Indian girl, from Nueva, Granada  
  
Yes, I saw them today. It's a sight I would say  
They're shooting down planes with their M-16 and with laughter  
  
Mr. Gringo, my father he ain't no Che Guevara  
And he's fighting the war on the streets of Masaya  
Little Indian girl where is your father?  
Little Indian girl where is your momma?  
They're fighting for Mr. Castro in the streets of Angola

"
Roxette,/r/roxette/crush+on+you_20118717.html,Crush On You,"I'm a zombie in the moonlight  
I'm sleepin' when it's daylight  
I really should be alright  
But I'm feelin' kinda uptight  
I'm messin' with a neighbour  
Who killed my amp and fender  
He looked to sweet and tender  
It's hard to tell his gender  
Got coffee on the paper  
My dog's an alligator  
I want you now and later  
I got a crush got a crush on you  
Got a crush got a crush on you  
  
I'm rentin' the wrong movie  
I'm laughin' at the wrong guy  
I'm drivin' on the wrong side  
My brain is gettin' cock-eyed  
The flag is never chequered  
Can't find my f-beat records  
God, give a little lovin'  
The money's in the oven  
Got dead flies in my scotch with ice  
My talents always vaporize  
I want your bird of paradise  
I got a crush got a crush on you  
Got a crush got a crush on you  
  
Crush! Crush! We got a good thing goin' on  
Crush! Crush! Such a good thing goin' on  
  
I'm freezin' in the summer  
I'm sweatin' in the winter  
No middle in the centre  
No colours in the printer  
No treatment at the pharmacy  
No lessons learned from history  
No future in the factory  
No meaning in the poetry  
No changin' in the weather  
No elvis in the leather  
I want you now or never  
I got a crush got a crush on you  
Got a crush got a crush on you

"
Roxette,/r/roxette/help_20724954.html,Help,"Help, I need somebody,  
Help, not just anybody,  
Help, you know I need someone,  
Help!  
  
When I was younger, so much younger than today,  
I never needed anybody's help in anyway.  
But now these days are gone, I'm not so self assured,  
Now I find I've changed my mind, I've opened up the doors.  
  
Help me if you can, I'm feeling down  
And I do appreciate you being 'round.  
Help me get my feet back on the ground,  
Won't you please, please help me?  
  
And now my life has changed in oh so many ways,  
My independence seems to vanish in the haze.  
But every now and then I feel so insecure,  
I know that I just need you like, I've never done before.  
  
Help me if you can, I'm feeling down  
And I do appreciate you being 'round.  
Help me get my feet back on the ground,  
Won't you please, please help me?  
  
When I was younger, so much younger than today,  
I never needed anybody's help in anyway.  
But now these days are gone, I'm not so self assured,  
Now I find I've changed my mind, I've opened up the doors.  
  
Help me if you can, I'm feeling down  
And i do appreciate you being 'round.  
Help me get my feet back on the ground,  
Won't you please, please help me?  
Help me,  
Help me

"
Roxette,/r/roxette/shadow+of+a+doubt_20118753.html,Shadow Of A Doubt,"I heard your heart, you held it close to me.  
The wild embrace, the silent sea,  
A whisper of imagery for Lovers Supreme.  
But now I'm lost in the crowd,  
No shadow of a doubt  
It's all over now,  
No shadow of a doubt.  
You changed the dream.  
You changed the scenery,  
the tender touch, the urge to breathe,  
There under a lovelit sun  
What's lost could be found.  
But now, no trace of a sound,  
no shadow of a doubt.  
I'm faraway bound.  
No shadow of a doubt.  

"
Roxette,/r/roxette/staring+at+the+ground_20118723.html,Staring At The Ground,"I'm staring at the gorund,  
I'm bloodless, thrown away from the sun  
What's lost cannot be found  
I can't return your tears  
If i ever live to be a thousand years  
I'm staring at the ground  
I never wished you a broken heart  
Coincidence put you down  
He won't withdraw those tears  
  
If you ever lived to be a thousand years  
What do I have to say to make you stay?  
What do I have to do to make you happy?  
I'm staring at the ground  
I wish I could bring the spring to your door  
To the coldest side of town  
I carry your wounded dreams  
Like the devil's deeds in the pocket of my jeans  
What do I have to say to make you stay?  
What do I have to do to make you happy?

"
Roxette,/r/roxette/surrender_10244288.html,Surrender,"She knows I'd do anything she wants me to,  
The love she finds is deeper than the ocean.  
She knows I'd do anything she wants me to,  
A river of dew,  
  
Warmer than the dawning.  
Surrender  
Tie the cover to the ground.  
Surrender  
  
Tie the cover to the ground.  
But don't turn around and walk away again.  
Don't turn around and walk away again.  
He knows I'd say anything he wants to hear,  
  
Loud and clear calls the voice of lovers.  
He knows I'd do anything he wants me to,  
Like ruby rain,  
I wash away the pain.  
Surrender...

"
Roxy Music,/r/roxy+music/triptych_20118958.html,Triptych,"Here the soil is barren  
Here, nothing grows  
But crosses  
They, know not what they do  
You, your forgiveness  
Falls as dew  
Nailed upon a wooden frame  
Twisted yet unbroken  
Open mounted a silent choir  
Understood, unspoken  
Never was there heard a sound  
Until the heavens opened  
Now the tide is turning  
To other-wordly yearning  
Through the sun's eclipse seems final  
Surely he will rise again

"
Roy Orbison,/r/roy+orbison/heavy+load_20119209.html,Heavy Load,"At times it seems too rough, things just drag me down  
It's hard to find the strength to just one more round  
When I need help, I know where to go  
'cause you're the best friend that I could ever know  
Being taught the words from you .... from what is true  
Someone to share the pain that I'm going through  
And it's a heavy load that I bear and it's a heavy crown that I wear  
As I travel down this road, it's a heavy load, it's a heavy load  
  
It's a heavy load that I bear and it's a heavy crown that I wear  
So help me one more time, it's such an uphill climb  
As I travel down this road, it's a heavy load  
Lord it's a heavy load, Lord it's a heavy load, Lord it's a heavy load  
Lord it's a heavy load, Lord it's a heavy load....  
  

"
Scorpions,/s/scorpions/another+piece+of+meat_20122461.html,Another Piece Of Meat,"Met her down at that Tokyo place  
Loved her pretty face  
I said: ""Hey, you're alright, so alright!""  
I was sitting in her car  
She told me: ""You're a star and I know you.""  
  
She said: ""Take me home.""  
I need love so strong  
Come on and knock me out, oh!  
I've been too long alone  
I want hot love, you know, and I need it now!""  
  
She said: ""Hey, let's go, don't put on a show  
You're just another piece, another piece of meat""  
She said: ""Hey, let's go, don't put on a show  
You're just another piece  
Another piece of meat.""  
  
Next day she took me out  
To a rough kick boxing show  
Violence really turned her on, oh no  
She was screaming for more blood  
Loved it more than any drug I couldn't stand it  
  
I said: ""Hey, let's go, don't put on a show  
You're just another piece, another piece of meat""  
Said: ""Hey, let's go, don't put on a show  
You're just another piece  
Another piece of meat.""

"
Selah,/s/selah/through+it+all_20792699.html,Through It All,"I've had many tears and sorrows  
I've had questions for tomorrow  
There've been times I didn't know right from wrong  
But in every situation  
God gave blessed consolation  
That my trials only come to make me strong  
I've been a lot of places  
And I've seen so many faces  
But there've been times I've felt so all alone  
But in that lonely hour  
In that precious, lonely hour  
Jesus let me know I was His own  
Through it all, through it all  
I've learned to trust in Jesus  
I've learned to trust in God  
Through it all, through it all  
I've learned to depend upon His Word  
So I thank God for the mountains  
And I thank Him for the valleys  
I thank Him for the storms He's brought me through  
'Cause if I never had a problem  
I wouldn't know that He could solve them  
I wouldn't know what faith in His Word could do  
Through it all, through it all  
I've learned to trust in Jesus  
I've learned to trust in God  
Through it all, through it all  
I've learned to depend upon His Word  
Yes, I've learned to depend upon His Word  
I've learned to depend upon His Word  

"
Sia,/s/sia/im+in+here_20551663.html,I'm In Here,"I'm in here, can anybody see me?  
Can anybody help?  
  
I'm in here, a prisoner of history,  
Can anybody help?  
  
Can't you hear my call?  
Are you coming to get me now?  
I've been waiting for,  
You to come rescue me,  
I need you to hold,  
All of the sadness I can not,  
Living inside of me.  
  
I'm in here, I'm trying to tell you something,  
Can anybody help?  
  
I'm in here, I'm calling out but you can't hear,  
Can anybody help?  
  
Can't you hear my call?  
Are you coming to get me now?  
I've been waiting for,  
You to come rescue me,  
I need you to hold,  
All of the sadness I can not,  
Living inside of me.  
  
I'm crying out, I'm breaking down,  
I am fearing it all,  
Stuck inside these walls,  
Tell me there is hope for me  
Is anybody out there listening?  
  
Can't you hear my call?  
Are you coming to get me now?  
I've been waiting for,  
You to come rescue me,  
I need you to hold,  
All of the sadness I can not,  
Living inside of me.  
  
Can't you hear my call?  
Are you coming to get me now?  
I've been waiting for,  
You to come rescue me,  
I need you to hold,  
All of the sadness I can not,  
Living inside of me.  
  
I'm in here, can anybody see me?  
Can anybody help?

"
Smiths,/s/smiths/william+it+was+really+nothing_20126742.html,"William, It Was Really Nothing","The rain falls hard on a humdrum town  
This town has dragged you down  
Oh, the rain falls hard on a humdrum town  
This town has dragged you down  
Oh, no, and everybody's got to live their life  
And God knows I've got to live mine  
God knows I've got to live mine  
William, William it was really nothing  
William, William it was really nothing  
It was your life...  
  
How can you stay with a fat girl who'll say:  
""Oh! Would you like to marry me?  
""And if you like you can buy the ring""  
She doesn't care about anything  
Would you like to marry me?  
And if you like you can buy the ring  
I don't dream about anyone - except myself!  
Oh, William, William it was really nothing  
William, William

"
Soundgarden,/s/soundgarden/outshined_20128156.html,Outshined,"I got up feeling so down  
I got off being sold out  
I've kept the movie rolling  
But the story's getting old now  
I just looked in the mirror  
Things aren't looking so good  
I'm looking California  
And feeling Minnesota, oh yeah  
So now you know, who gets mystified  
  
Show me the power child  
I'd like to say  
That I'm down on my knees today  
It gives me butterflies  
Gives me away  
Till I'm up on my feet again  
I'm feeling outshined  
  
Someone let the dogs out  
They'll show where the truth is  
The grass is always greener  
Where the dogs are shedding  
I'm feeling that I'm sober  
Even though I'm drinking  
I can't get any lower  
Still I feel I'm sinking  
So now you know, who gets mystified  
  
Show me the power child  
I'd like to say  
That I'm down on my knees today  
It gives me butterflies  
Gives me away  
Till I'm up on my feet again  
I'm feeling outshined

"
Squeeze,/s/squeeze/trust_20129182.html,Trust,"Trust in me my tongue is weeping  
Words of love you must be needing  
Trust me for the only reason  
That our love will never weaken  
  
Trust in me as someone you love  
Trust in me a little closer  
Trust the soul of every soldier  
Trust in me each beat taps lightly  
  
On your door so now invite me  
Trust in me as someone you love  
  
Someone that you love  
Someone that you trust  
Someone to love you more and more  
  
Trust in me the words are woven  
Words of love can not be broken  
Trust before a night together  
The secret's ours in trust forever  
Trust in me as someone you love

"
Squeeze,/s/squeeze/trust+me+to+open+my+mouth_20129218.html,Trust Me To Open My Mouth,"Trust me to open my mouth, now everybody knows  
Trust me, now I've let you down, I'm a big mouth I suppose.  
This was our secret, our meetings were so discreet  
I promised to keep it from the ears out on the street  
This was our secret, we were having an affair  
I couldn't keep it, now the secret's everywhere  
  
One cup runneth over, loosening a jaw  
Trust me to open my mouth, it's not a secret anymore  
We had a secret, what a terrible thing to do  
I couldn't have seen it, I was so in love so in love with you  
  
I need a gobstopper to keep my trap shut  
Got to keep my nose clean  
Why's it me that gets the bad luck?

"
Status Quo,/s/status+quo/confidence_20129977.html,Confidence,"( bown )  
All she needs is a little confidence  
All she knows is to run and hide  
Through a lifetime of knocking back  
Oh don't do this you can't do that  
But she never learned to interact  
All she needs is confidence  
All she learned was a little self-defence  
Looking out over number one  
She's been diving and ducking round  
In and out the lost and found  
But it never laid her to the ground  
All she needs is something to believe  
Sweet security  
All she needs tries so hard to please  
But all she really all she really needs  
Is confidence  
No chance of keeping her close to me  
No sense abusing her liberty  
Through a lifetime of knocking back  
Oh don't do this you can't do that  
But she never learned to interact  
All she needs is something to believe  
Sweet security  
All she needs tries so hard to please  
All she really all she really needs  
Is confidence  

"
Status Quo,/s/status+quo/like+a+good+girl_20129819.html,Like A Good Girl,"As I looked across  
To where she, where she was before  
I didn't have long  
To wait around here anymore  
We went to a place  
That I hadn't seen before  
She worked me over  
Then she went anyway  
  
She looked to me like a good girl  
I played along like a fool  
I paid along just to find out  
She's no exception to the rule  
  
As I carried on  
Looking here and there  
I couldn't believe  
She worked it out  
And it worked on me  
I guessed early on  
But it didn't click inside  
She knew my weakness  
And she knew my name  
  
She looked to me like a good girl  
I played along like a fool  
I paid along just to find out  
She's no exception to the rule  
  
As I carried on  
Looking here and there  
I couldn't believe  
She worked it out  
And it worked on me  
We went to a place  
That I hadn't seen before  
She worked me over  
Then she went anyway  
  
She looked to me like a good girl  
I played along like a fool  
I paid along just to find out  
She's no exception to the rule

"
Steve Miller Band,/s/steve+miller+band/children+of+the+future_20553972.html,Children Of The Future,"We are children of the future  
Wonder where this world is going to, going to  
We are children of the future  
Wonder what in this world we are going to do, going to do  
When they get high  
They can see for miles and miles  
When I get high  
I can see myself for miles  
You know I've got something that you can use  
It takes a little bit of lovin'  
A little bit of huggin'  
A little bit of lovin'  
A little bit of huggin  
And if you don't think that you can find  
And if you don't think that it's peace of mind  

"
Stevie Ray Vaughan,/s/stevie+ray+vaughan/look+at+little+sister_20131643.html,Look At Little Sister,"Hey, hey, hey, hey, hey mama look at little sis  
Out in the backyard....playin' like this  
Hey, hey, hey, hey, hey, hey....look at little sister  
Hey hey hey hey....look at little sister  
  
What about the neighbors....what they gonna say  
Stop little sister....gettin' carried away  
Hey hey hey....look at little sister  
Hey hey hey hey....look at little sister  
  
Shakin' like a tree....rollin' like a log  
Shakin' and a rollin' now....that ain't all  
Hey hey hey....look at little sister  
Hey hey hey hey....look at little sister  
  
Shakin' like a tree....rollin' like a log  
Shakin' and a rollin' now....that ain't all  
Hey hey hey....look at little sister  
Hey hey hey hey....look at little sister  
  
What about the neighbors....what they gonna say  
Stop little sister....gettin' carried away  
Hey hey hey....look at little sister  
Hey hey hey hey....look at little sister

"
Sting,/s/sting/fill+her+up_20132021.html,Fill Her Up,"Mobil station where I stand  
This old gas pump in my hand  
My boss don't like me, got a face like a weasel  
Oil on my hands and the smell of diesel  
Here comes a big shot from the city  
V8 engine, she runs so pretty  
'Fill her up son, unleaded  
I need a full tank of gas where I'm headed'  
Up in the front seat a pretty red head  
'We're going to Vegas we're gonna get wed'  
'So fill her up son, don't be staring  
That's a real diamond she be wearing'  
I'm gonna take my baby one day  
I'm gonna fill her up and head west  
I'm going find some money all right  
See those tail lights heading west  
I got no money to invest  
Got no prospects, no education  
I was lucky getting a job at this gas station  
That old cash box on the top shelf  
The boss is sleeping, I'll just help myself  
Let's consider this as just a loan  
I can sort it out later on the phone  
I'm gonna pick my girl up tonight  
I'm gonna fill her up and head west  
I'm gonna show her all the bright lights  
We're gonna say we lived 'for we come home  
And as I head through the woods on the way back  
The evening sun is slanting through the pine trees real pretty  
It's like I walked into a glade of heaven  
And there's music playing  
This money is cold in my hand  
And a voice somewhere is saying  
'Why would you wanna take that stolen thing  
And what real happiness can it bring?'  
You're gonna fill her up with sadness  
You're gonna fill her up with shame  
You're gonna fill her up with sorrow  
Before she even takes your name  
You're gonna fill her up with madness  
You're gonna fill her up with blame  
You're gonna live with no tomorrow  
You're gonna fill her up with pain  
You're gonna fill her up with darkness  
You're gonna fill her up with night  
You gotta fill her up with Jesus  
You gotta fill her up with light  
You gotta fill her up with spirit  
You gotta fill her up with grace  
You gotta fill her up with heaven  
You got the rest of life to face  
You gotta fill her up the right way  
You gotta fill her up with care  
You gotta fill her up with babies  
You gotta fill her up and swear  
You're gonna love that girl forever  
You're gonna fill her up for life  
You're gonna be a loving husband  
She's gonna be your loving wife  
You gotta fill her up with gladness  
You gotta fill her up with joy  
You gotta fill her up with love  
You gotta fill her up with love  

"
Sting,/s/sting/i+saw+three+ships_20348669.html,I Saw Three Ships,"I saw three ships come sailing in  
On Christmas day, on Christmas day  
I saw three ships come sailing in  
On Christmas day in the morning.  
  
And what was in those ships all three?  
On Christmas day, on Christmas day  
And what was in those ships all three?  
On Christmas day in the morning.  
  
Our Saviour, Christ, and His Lady,  
On Christmas day, on Christmas day  
Our Saviour, Christ, and His Lady,  
On Christmas day in the morning.  
  
Pray, whither sailed those ships all three?  
On Christmas day, on Christmas day  
Pray, whither sailed those ships all three?  
On Christmas day in the morning.  
  
O, they sailed to Bethlehem,  
On Christmas day, on Christmas day  
O, they sailed to Bethlehem,  
On Christmas day in the morning.  
  
And all the bells on earth shall ring,  
On Christmas day, on Christmas day  
And all the bells on earth shall ring,  
On Christmas day in the morning.  
  
And all the angels in heaven shall sing,  
On Christmas day, on Christmas day  
And all the angels in heaven shall sing,  
On Christmas day in the morning.  
  
And all the souls on earth shall sing,  
On Christmas day, on Christmas day  
And all the souls on earth shall sing,  
On Christmas day in the morning.  
  
Then let us all rejoice and sing,  
On Christmas day, on Christmas day  
Then let us all rejoice and sing,  
On Christmas day in the morning

"
Stone Roses,/s/stone+roses/i+wanna+be+adored_20132489.html,I Wanna Be Adored,"I don't have to sell my soul  
He's already in me  
I don't need to sell my soul  
He's already in me  
  
I want to be adored  
I want to be adored  
  
I don't have to sell my soul  
He's already in me  
I don't need to sell my soul  
He's already in me  
  
I want to be adored  
I want to be adored  
  
Adored  
  
I want to be adored  
You adore me  
You adore me  
You adore me  
I want to  
I want to  
I want to be adored  
I want to  
I want to  
I want to be adored  
I want to  
I want to  
I want to be adored  
I want to  
I want to  
I gotta be adored  
  
I want to be adored

"
Styx,/s/styx/double+life_20132910.html,Double Life,"Written by James Young  
Lead Vocals by James Young  
  
In the dark so all alone  
Slowly reach for the telephone  
A message waits just for you  
A secret place, another rendezvous  
  
It's not always honesty  
That is the best policy  
But little lies can give you away  
Though you'll deny it if they say maybe you're just  
  
Leading a double life  
Friends in the daytime, strangers at night  
Leading a double life  
Can it be wrong when you know that it's right?  
  
The other side of the Berlin Wall is  
Not far enough to avoid the call  
Somebody knows, somebody's seen  
Somebody knows right where you've been  
And that you're just  
  
Leading a double life  
Friends in the daytime, strangers at night  
Leading a double life  
Can it be wrong when you know that it's right?  
  
Nowhere to hide, though we both might try  
I'm schizophrenic, and so am I  
Double life, a double life, a masquerade  
You know we all live a masquerade  
I know you're out there!  
  
Leading a double life  
Friends in the daytime, strangers at night  
Leading a double life  
Can it be wrong when you know that it's right?

"
Sublime,/s/sublime/get+out_10226204.html,Get Out,"My place is not a home,  
don't make no difference  
but I have found that I need a place to stay,  
I never listen what bud lord man gotta say,  
  
You shoulda seen all the flops in my house  
We were jumpin on walls and kickin ceilings  
Nowadays people listen to me when I say get out,  
Hold me and don't let go  
Don't make no difference that your a hooker,  
I need a place to stay  
(disease is just the price I pay)  
  
That show it used to be,  
That girl is dead to me now,  
All the time people want to know  
The meaning of the name, anarchist?  
  
The shit you missed jot a m-mewloop with a peni twist,  
What you get is the kind  
No gank or cess with yellow lover  
On the d-are-you-m-s let the lovin' take a hold over me,  
cause all i see is this fussing and fighting  
In 1992 lets all try uniting

"
System Of A Down,/s/system+of+a+down/jet+pilot_20134831.html,Jet Pilot,"Wired were the eyes of a horse on a jet pilot,  
One that smiled when he flew over the bay,  
Wired were the eyes of a horse on a jet pilot,  
One that smiled when he flew over the bay.  
  
My horse, is a shackled old man,  
His, his remorse, was that he couldn't survey,  
The skies, right before,  
Right before they went gray,  
My horse and my remorse,  
Flying over a great bay  
  
Wired were the eyes of a horse on a jet pilot,  
One that smiled when he flew over the bay,  
Wired were the eyes of a horse on a jet pilot,  
One that smiled when he flew over the bay.  
  
My, source, is the source of all creation,  
Her, discourse, is that we all don't survey  
The skies, right before,  
Right before they go gray,  
My source, and my remorse,  
Flying over a great bay,  
  
Wired were the eyes of a horse on a jet pilot,  
One that smiled when he flew over the bay,  
Wired were the eyes of a horse on a jet pilot,  
One that smiled when he flew over the bay  
Where were the eyes of a horse on a jet pilot,  
One that smiled when he flew over the bay,  
Where were the eyes of a horse on a jet pilot,  
One that smiled when he flew over the bay.  
  
Wired were the eyes of a horse on a jet pilot,  
One that smiled when he flew over the bay,  
Wired were the eyes of a horse on a jet pilot,  
One that smiled when he flew over the bay  
Where were the eyes of a horse on a jet pilot,  
One that smiled when he flew over the bay,  
Where were the eyes of a horse on a jet pilot,  
One that smiled when he flew over the bay.

"
System Of A Down,/s/system+of+a+down/old+school+hollywood_10228286.html,Old School Hollywood,"Old school  
Hollywood  
Baseball  
Old school Hollywood, Baseball  
  
Tony Danza cuts in line  
Old school Hollywood, washed up Hollywood  
Standing in the sun I'm wasting my time  
Old school Hollywood, washed up Hollywood  
  
Old school Hollywood, baseball  
Jack Gilardi's ten feet tall  
Old school Hollywood, baseball  
Me and Frankie Avalon  
  
Old school Hollywood, washed up Hollywood  
Old school Hollywood, washed up Hollywood  
  
Hey man, don't you touch my belt  
Old school Hollywood, washed up Hollywood  
Standing in the sun I'm about to melt  
Old school Hollywood, washed up Hollywood  
  
Old school Hollywood, baseball  
Jack Gilardi's ten feet tall  
Old school Hollywood, baseball  
Me and Frankie Avalon  
  
Old school Hollywood, washed up Hollywood  
Old school Hollywood, washed up Hollywood  
  
Old school Hollywood, baseball  
Old school Hollywood, baseball  
Old school Hollywood, baseball  
Old school Hollywood, baseball  
Old school Hollywood, baseball  
Old school Hollywood, baseball  
  
Old school Hollywood, baseball  
Jack Gilardi's ten feet tall  
Old school Hollywood, baseball  
Me and Frankie Avalon  
  
Old school Hollywood, washed up Hollywood  
Old school Hollywood, washed up Hollywood  
Old school Hollywood, washed up Hollywood  
Old school Hollywood, washed up Hollywood

"
The Temptations,/t/temptations/let+your+hair+down_20772932.html,Let Your Hair Down,"Lady luck and a 4 leaf clover  
Wanting this hurt I feel all over  
My life was one special occasion  
Till your leavin' ended the situation  
That's why I'm standin' on shakey ground  
Ever since you put me down  
Standin' on shakey ground  
Ever since you put me down  
My car got repossessed this morning  
Hardest times I've seen in years  
Lord, you got to throw me a life preserver  
Cause I'm about to drown in my own tears  
That's why I'm standin' on shakey ground  
Ever since you put me down  
Standin' on shakey ground  
Ever since you put me down

"
Tim Buckley,/t/tim+buckley/understand+your+man_20137316.html,Understand Your Man,"Well, let me tell all you pretty women  
One tiny word of advice  
Tell you pretty women  
One tiny word of advice  
Just do me one favor  
Won't you please understand your man  
Yeah, you should've gotta wake up in the mornin'  
Keep your lovin' daddy by your side  
You gotta wake up in the mornin'  
Keep your lovin' daddy by your side  
Just do me one favor  
Won't you please understand your man  
Well, let me tell you, Miss Molly  
Tell you 'bout my lovin' back home  
I got a sweet little woman, yeah  
You know that she'd never make me roam, roam  
She's the only woman  
That I know ever understand her man  
Understand  
You gotta understand  
Say, you'd understand  
Understand  

"
Tina Turner,/t/tina+turner/confidential_20137725.html,Confidential,"(N. Tennant, C. Lowe)  
Producers: Pet Shop Boys and Chris Porter  
Album: Wildest Dreams (96)  
Special Guest: Neil Tennant (backing vocals)  
  
You don't't need to give me reasons  
I understand  
Somethings are best kept secret  
And you've done all you can  
I want no recompense  
Just as much as you can give of yourself  
If that makes sense  
  
I'll keep it confidential  
It's secret, confidential  
It may come as some surprise  
But I can stay secret from prying eyes  
So don't worry, I'll keep it confidential  
Between you and me  
  
Go on tell me that you love me  
Show me you dare  
We may not venture out in public  
At least I know, you care  
It can't be guaranteed  
Just give me what you can of yourself  
That's all I need  
  
I'll keep it confidential  
It's secret, confidential  
It may come as some surprise  
But I can stay secret from prying eyes  
So don't worry, I'll keep it confidential  
Between you and me  
  
No one will know who I am  
I think it's possible only to love  
  
You play such silly games  
But if everyone knew about us I'd feel no shame

"
Tom Jones,/t/tom+jones/strange+boat_20464242.html,Strange Boat,"We're sailing on a strange boat  
Heading for a strange shore  
We're sailing on a strange boat  
Heading for a strange shore  
  
Carrying the strangest cargo  
That was ever hauled aboard  
We're sailing on a strange sea  
Blown by a strange wind  
  
We're sailing on a strange sea  
Blown by a strange wind  
Carrying the strangest crew, crew  
That ever sinned  
  
We're riding in a strange car  
We're followin' a strange star  
We're climbing on the strangest ladder  
That was ever there to climb

"
Tom T. Hall,/t/tom+t+hall/country+is_20173840.html,Country Is,"Country is sittin' on the back porch listen to the whippoorwills late in the
day  
Country is mindin' your business helpin' a stranger if he comes your way  
Country is livin' in the city knowin' your people knowin' your kind  
Country is what you make it country is all in your mind  
  
Country is workin' for a living thinkin' your own thoughts lovin' your town  
Country is teachin' your children find out what's right and stand your ground  
Country is a havin' the good times listen to the music singing your part  
Country is walkin' in the moonlight country is all in your heart

"
Tom T. Hall,/t/tom+t+hall/forget+it_20464035.html,Forget It,"I gave myself some good advice forget it it's gonna drive me crazy if I let it  
I forgot the line as soon as I had said it but it's good advice for you and me
forget it  
Another day another place it's another year  
We crossed too many bridges that brought us here  
We both had too much fun to now regret it it's good advice for you and me
forget it  
  
A man has mornings when he thinks he'll find it  
Oh it's just a little mountain I can climb it  
So if some night your phone should ring just let it  
It's good advice for you and me forget it  
Another day another place...

"
Tracy Chapman,/t/tracy+chapman/our+bright+future_20767319.html,Our Bright Future,"To my father what of your sons?  
All of your children  
Even the ones  
Sent out to martyr  
To face the gun  
Precious bodies opposed to bombs  
  
Led on, led on  
To take the path  
Where our bright future  
Is in our past  
  
To our father what of reason?  
Say what you will  
Believe what you want  
The record shows what we are not  
Our true desires  
Not our good thoughts  
  
Led on, led on  
To take the path  
Where our bright future  
Is in our past  
  
To my father what have you done?  
To the children  
Born innocent  
But come to harm  
For dreams of glory  
And just a line in history  
  
Led on, led on  
To take the path  
Where our bright future  
Is in our past  
  
To our father what good may come?  
To let the children  
Walk alone  
To fear to fail  
And need no savior  
To be at peace in our true nature  
  
Lead on, lead on  
Clear the path  
So our bright future  
May come to pass  
May come to pass  
May come to pass

"
Train,/t/train/all+i+hear_20535255.html,All I Hear,"How many lives must I live  
How many lies must I hear  
How many times must I, feel so blue  
How many times must I, lose you  
  
All I hear now  
Is the sound of my heart breakin' down  
Or losing ground  
  
How many bridges must I burn  
How many lessons must I learn  
How many times must I ask you to stay  
How many times will you push me out of your way  
  
All I hear now  
Is the sound of my heart breaking down, losing ground  
All I hear now  
Is the sound of my heart losing ground, slowing down  
  
Maybe somebody will show me, a better way  
Maybe somebody will know me, someday  
How many times must I, hear your voice  
Inside my dreams, your answering machine  
You're always there and everywhere in between  
  
All I hear now  
Is the sound of my heart slowing down  
Can ya hear the sound  
All I hear now  
Is the sound of my heart leaving town, breakin' down  
Slowin' down, losin' ground, breakin' down and stopping here  
  
All I hear now  
All I hear now

"
