artist,link,song,text
Next To Normal,/n/next+to+normal/the+break_20914430.html,The Break,"Diana:  
They told me that the wiring  
Was somehow all misfiring  
And screwing up the signals in my brain.  
  
And then they told me chemistry -  
The juice and not the circuitry -  
Was mixing up and making me insane.  
  
What happens if the burn has healed  
But the skin has not regrown?  
What happens if the cast at last comes off  
And then you find the break  
Was always in another bone?  
  
They tried a millions meds and  
They strapped me to their beds and  
They shrugged and told me that's the way it goes.  
  
And finally you hit it.  
I asked you just what did it.  
You shrugged and said that no one really knows.  
  
What happens if the medicine wasn't really in control?  
What happens if the cut, the burn, the break  
Was never in my brain, or in my blood, but in my soul?  
  
What happens if the cut, the burn, the break  
Was never in my brain...  
Or in my blood...  
But in my soul?

"
Nickelback,/n/nickelback/falls+back+on_20100407.html,Falls Back On,"No, I don't guess  
I don't sacrifice  
And I know  
I don't realize  
Just how much  
I can idolize...and I know and I know  
And then I find it falls back on  
On to me, to see, believe  
And down onto you, We do, it's true  
And I won't beg to stay, to leave, or to believe  
A word you say, and then I guess  
It all falls back on you  
To find out (find out)  
What's the deal  
And I guess you don't  
Simplify  
It's just, you had to  
Had to take, and I know and I know  
And then I guess it all falls back on you  
  
There's a fine line between right and wrong  
And I know we knew all along  
Just how much I can half belong...and I know and I know  
And then I find it all falls back on  
On to me, to see, believe  
And down onto you, we do, it's true  
And I won't beg to stay, to leave, or to believe  
A word you say, and then I guess  
It all falls back on you  
To find out (find out)  
What's the deal  
And I guess you don't  
Simplify  
It's just, you had to  
Had to take, and I know and I know  
And then I find it all falls back on you  
  
'Cause I'm really up on this  
'Cause I'm really up on this  
Time to see these people  
Where the hell do I get through to you?  
No, I don't guess  
I don't sacrifice  
And I know  
I don't realize  
Just how much  
I can idolize...and I know and I know  
And then I find it falls back on  
On to me, to see, believe  
And down onto you, we do, it's true  
And I won't beg to stay, to leave, or to believe  
A word you say, and then I guess  
It all falls back on you  
To find out (find out)  
What's the deal  
And I guess you don't  
Simplify  
It's just, you try to hesitate  
And then I find it all falls back on you  
On you

"
Nine Inch Nails,/n/nine+inch+nails/everything_21064055.html,Everything,"I survived, everything  
I have tried, everything (everything, everything)  
  
All the walls begin to devolve away  
Do your hands begin to shake shake shake shake shake?  
And just who do you think you used to be?  
All beings to burn to break to break to break  
  
Wave goodbye, wish me well  
I've become, something else (something else, something else, just as well)  
  
But this thing that lives inside of me  
Will surely rise awake awake awake awake awake  
And the sead that brekas right through to me  
And it comes to grab and take and take and take and take  
  
I am home, I believe  
I am home, I am free  
I am home, I can see  
Always here, finally  
  
I am home, I believe  
I am home, I am free

"
Nine Inch Nails,/n/nine+inch+nails/throw+this+away_20100948.html,Throw This Away,"I want you to take me  
I want you to take me  
I want you to break me  
And I want you throw me away  
I want you to take me  
I want you to take me  
I want you to break me  
And I want you throw me away  
I want you to take me  
I want you to take me  
I want you to break me  
And I want you throw me away  
I want you to take me  
I want you to take me  
I want you to break me  
And I want you throw me away

"
Norah Jones,/n/norah+jones/once+i+had+a+laugh_21111411.html,Once I Had A Laugh,"Once I had a laugh  
And when I'm older  
I will not forget  
That once I had a laugh  
And when I'm tired  
I will not forget  
That once I had a laugh  
And when I'm fallin'  
I will not forget  
That once I had a laugh  
Ooh  
Ooh  
Ooh  
  
Once I had a laugh  
And now I'm older  
But I will not forget  
That once I had a laugh  
And now I'm fallin'  
But I will not forget  
That once I had a laugh  
I hear you callin'  
But it's not over yet  
Cause once I had a laugh  
Ooh  
Ooh  
Ooh  
Ooh  
Ooh  
I had a  
Ooh

"
Norah Jones,/n/norah+jones/out+on+the+road_21006370.html,Out On The Road,"I never wanted to be taken  
But now I'm feeling so left out  
So I don't care where I go  
I'm leaving  
Yeah, I'm leaving  
  
Got about a half a tank left  
That could do but only if I'm lucky  
But either way  
I'm leaving  
Oh, I'm leaving  
  
On my way to paradise  
A little voice says,  
Don't think twice  
And don't look back if you want things to change  
  
Ah, ah  
Guess I'll have to love you from afar, ah  
It's okay, 'cause all I need's my car  
Out on the road, out on the road  
Out on the road, out on the road I go  
  
Out on the road, out on the road  
Out on the road, out on the road  
  
Takes about a week to get there  
Maybe two if I stop to sleep it off  
But I can't sleep  
So I'm leaving  
Yeah, I'm leaving  
  
Keep on driving through the night  
I find myself a slice of life  
To show me that I'm heading the right way  
  
And ah, ah  
Guess you'll have to love me from afar, ah  
It's okay, 'cause all I need's this car  
Out on the road, out on the road  
Out on the road, out on the road I go  
  
Out on the road, out on the road  
Out on the road, out on the road I go  
  
Out on the road, out on the road  
Out on the road, out on the road

"
Olivia Newton-John,/o/olivia+newton+john/take+a+chance_20103340.html,Take A Chance,"Could it be we're the perfect pair?  
Have it all if we'd only dare  
I have dreamed of a night like this  
Maybe you will end my loneliness  
Meeting you was a dangerous thing  
Can't control what is happening  
Stood my ground, didn't run away  
Trying hard to hide that I'm so afraid  
Take a chance, take a chance  
Shall I take another chance on love?  
Take a chance, take a chance  
Shall I take another chance on love?  
When it feels so right  
That I'm safe and warm inside  
Take a chance and fall tonight  
Guess my heart's on the borderline  
Couldn't stand it not to work this time  
It's hard to fight when it feels so good  
If there's something, don't you think that we should  
Take a chance, take a chance  
Shall I take another chance on love?  
Take a chance, take a chance  
Shall I take another chance on love?  
When it feels so right  
That I'm safe and warm inside  
Take a chance and fall tonight

"
Our Lady Peace,/o/our+lady+peace/kiss+on+the+mouth_20482103.html,Kiss On The Mouth,"If you were king  
If you were king you'd set me free  
But I'd be too dumb  
Well I'd be too dumb to ever leave  
  
Sometimes it is good  
Sometimes it's as bad as it could be  
And sometimes it's lost  
And sometimes it's right in front of me  
  
I love it, I hate it, I feel like a whore  
I give it, I take it, I come back for more  
I build it, I break it, I even the score  
  
I thank you for the war  
I thank you for the Hollywood ending  
Give thanks for it all  
Cause life's not as easy as it seems  
  
Sometimes it's a rose  
And sometimes the smell is sobering  
Sometimes it's a mouse  
And sometimes the sound is deafening  
  
Well I love it, I hate it, I feel like a whore  
I give it, I take it, I come back for more  
I build it, I break it, I even the score  
  
It feels like it beats you up  
It feels like it knocks you out  
It feels like a kiss on the mouth  
  
It feels like the saddest song  
Nothing can stop us now  
Feels like a kiss on the mouth  
  
Well I love it, I hate it, I feel like a whore  
I give it, I take it, I come back for more  
I build it, I break it, I even the score  
I love it, I hate it, I feel like a whore  
I give it, I take it, I come back for more  
I build it, I break it, I even the score  
I love it, I hate it, I feel like a whore  
  
It feels like it beats you up  
It feels like it knocks you out  
It feels like a kiss on the mouth  
  
It feels like the saddest song  
Nothing can stop us now  
Feels like a kiss on the mouth  
  
A kiss on the mouth  
  
A kiss on the mouth  
  
On the mouth

"
Out Of Eden,/o/out+of+eden/make+way_20255688.html,Make Way,"Let me tell you how it's goin' down  
Let me introduce the new show in town  
Playin' no games, no messin' round  
Taking no prisoners, how's that sound  
Three young ladies, comin' out for you  
Yo, it's been too long since you heard the truth  
So this is the real no substitute  
We've come to lay it down, get it crunk for you  
You tired of hearing songs about things they've got  
When you are dead broke and ain't got a lot  
Got questions and answers they have not  
That's why we came here, to blow up the spot  
You're ready for something new  
Something more than my new car or my brand new shoes  
My Burberry this or my 22's  
Well, listen close as we break it down for you  
[chorus 2x]  
Make way for the crew, shout it  
We comin' through, shout it  
You know how we do, shout it  
We're makin' moves, shout it  
I know you feel this beat  
So bump it in the clubs  
And bang it in your Jeeps  
Cause you just can't get enough  
We represent for G-O-D  
Full of life, bringing positivity  
Livin' right cause that's the way  
Fully clothed and that's okay  
Trying to give a new point of view  
Cause you to think  
The message that your life can be new  
That's what we bring  
You're wasting years and air you breath  
No clue about your destiny  
Great is what you're meant to be  
Here's the light for you to see  
Cause we're walking different  
We smoke the competition  
We dope, we're on a mission  
No joke, this thing is real  
[chorus 2x]  
Make way for the crew, shout it  
We comin' through, shout it  
You know how we do, shout it  
We're makin' moves, shout it  
I know you feel this beat  
So bump it in the clubs  
And bang it in your Jeeps  
Cause you just can't get enough  
Listen close to what we say  
What we say, what we say  
We ain't coming just to play  
We've come to save the day  
[2x]  
Yo, we from the south, shout it  
Gonna make you bounce, shout it  
It's mister deal and now it's even what you think whatay  
My jiggle, my Burberry frick it don't matter  
When it come to the home beat pitcher, holla back  
If you really wanna get down whatcha like  
Can i get a witness, in the bars it's pitching  
Shout it, we gonna represent  
Shout it, cause we heaven sent  
[chorus 4x]

"
Patti Smith,/p/patti+smith/midnight+rider_20673926.html,Midnight Rider,"Well, I got to run to keep from hiding  
And I'm bound to keep on riding  
And I have one more silver dollar  
But I'm not gonna let 'em catch me, no  
Not gonna let 'em catch the midnight rider  
And I don't own the clothes I'm wearing  
And the road goes on forever  
And I've got one more silver dollar  
But I'm not gonna let 'em catch me, no  
Not gonna let 'em catch the midnight rider  
And I've gone past the point of caring  
Some old bed I'll soon be sharing  
But I ain't got one more silver dollar  
But I'm not gonna let 'em catch me, no  
Not gonna let 'em catch the midnight rider  
But I'm not gonna let 'em catch me, no  
Not gonna let 'em catch the midnight rider  
But I'm not gonna let 'em catch me, no  
Not gonna let 'em catch the midnight rider  
Not gonna let 'em catch the midnight rider  
Not gonna let 'em catch the midnight rider  

"
Pearl Jam,/p/pearl+jam/break+on+through_20159831.html,Break On Through,"You know the day destroys the night  
Night divides the day  
Tried to run  
Tried to hide  
Break on through to the other side  
Break on through to the other side  
Break on through to the other side, yeah  
  
We chased our pleasures here  
Dug our treasures there  
But can you still recall  
The time we cried  
Break on through to the other side  
Break on through to the other side  
  
Yeah!  
C'mon, yeah  
  
Everybody loves my baby  
Everybody loves my baby  
She get  
She get  
She get  
She get high  
  
I found an island in your arms  
Country in your eyes  
Arms that chain us  
Eyes that lie  
Break on through to the other side  
Break on through to the other side  
Break on through, oww!  
Oh, yeah!  
  
Made the scene  
Week to week  
Day to day  
Hour to hour  
The gate is straight  
Deep and wide  
Break on through to the other side  
Break on through to the other side  
Break on through  
Break on through  
Break on through  
Break on through  
Yeah, yeah, yeah, yeah  
Yeah, yeah, yeah, yeah, yeah

"
Pet Shop Boys,/p/pet+shop+boys/axis_21061789.html,Axis,"Turn it on  
Electric energy, electric energy  
Electric energy, electric energy  
  
Turn it on  
Electric  
Electric energy, electric energy  
Electric energy  
Power it up and turn it on  
Electric  
Turn it up  
Electric  
  
Feel the power  
Electric energy  
Electric  
Turn it on, turn it on  
  
Plug it in  
Charge it up  
Electric energy, electric energy  
Electric energy  
Turn it on  
Electric energy  
Electric  
Turn it on

"
Primus,/p/primus/the+ol+diamond+back+sturgeon_10208764.html,The Ol' Diamond Back Sturgeon,"The old diamondback sturgeon came swimmin' along  
Minding his business one day  
Rooting and sniffing and urging to spawn  
In the mud flats of San Pablo Bay  
  
A scent came around so he followed his snout  
He found what was to his surprise  
A golden morsel, a tidbit, a tight bunch of grass shrimp  
Was there right before this buck's eyes  
  
He circle round twice and he took a big whiff  
Then sucked up this savory meal  
Then came a jolt and to the diamondback's surprise  
Through his lips cut the cold, barbed steel  
  
In a panic the old diamondback sped to the north  
He sped to the east, west and south  
But the harder he swam, he still could not break free  
From the tugging that pulled at his mouth  
  
The old diamondback sturgeon came swimmin' along  
Minding his business one day

"
Ramones,/r/ramones/please+dont+leave_20535993.html,Please Don't Leave,"You say you're gonna leave  
You say you're gonna leave me  
Baby, baby  
  
Don't say you're gonna leave  
Leave me  
I'm beggin'  
I'm beggin' you please  
  
You say you're gonna leave  
You say you're gonna leave me  
Baby, baby  
  
Don't say you're gonna leave  
Leave me  
I'm beggin'  
I'm beggin' you please  
  
You're gonna leave  
You're gonna leave  
You're gonna leave  
You're gonna leave  
I'm beggin' you please  
  
Honey, give me one more chance  
To change your mind  
'Cause if you leave me now  
I'm gonna lose my mind  
  
Don't say you're gonna leave  
Don't say you're gonna leave me baby  
Don't say you're gonna leave me baby  
I'm beggin', I'm beggin' you please  
Please  
Please  
  
You're gonna leave  
I'm beggin', I'm beggin' you please  
I'm beggin', I'm beggin' you please  
I'm beggin', I'm beggin' you please

"
Reba Mcentire,/r/reba+mcentire/consider+me+gone_20849000.html,Consider Me Gone,"Every time I turn the conversation to something deeper  
Than the weather I can feel you all but shuttin' down.  
And when I need an explanation for the silence you  
Just tell me you don't wanna talk about it now.  
  
What you're not saying is coming in loud  
And clear we're at a crossroads here  
  
If I'm not the one thing you can't stand to lose  
If I'm not that arrow to the heart of you  
If you don't get drunk on my kiss  
If you think you can do better than this then I guess we're done  
Let's not drag this on  
Consider me gone  
  
With you I've always been wide open like a window or an ocean.  
There is nothing I've ever tried to hide.  
So when you leave me not knowin' where you're goin'  
I start thinkin' that we're lookin' we're lookin' at goodbye.  
  
How about a strong shot of honesty  
Don't you owe that to me  
  
If I'm not the one thing you can't stand to lose  
If I'm not that arrow to the heart of you  
If you don't get drunk on my kiss  
If you think you can do better than this then I guess we're done  
Let's not drag this on  
Consider me gone.  
  
Consider me a memory.  
Consider me the past.  
Consider me a smile in an old photograph  
Someone who used to make you laugh.  
  
If I'm not the one thing you can't stand to lose  
If I'm not that arrow to the heart of you  
Then I guess we're done let's not drag this on.  
Consider me gone.  
Consider me gone.  
Consider me gone.  
Just consider me gone.

"
Rem,/r/rem/redhead+walking_20742519.html,Redhead Walking,"Out there are silver dressed darlings  
And ramen mein delights  
When ginger hair gets all fired up  
She beats them in the night  
That redhead walking, uh  
  
Don't get close  
She'll warn you with her growl  
She's a bud cuttin', star studded, leather chested girl  
Out there a redhead walkin'  
Redhead walkin'  
The redhead walkin'  
Better listen keep your distance from the crimson crime warpath  
  
O kiss that girl  
Kiss that girl  
Kiss that girt  
  
Yeah, she'll cut your heart like diamonds  
End of story  
You bet you're gonna lose it to that hellbound crimson glory  
  
There - a redhead walkin'  
A redhead walkin'  
A redhead walkin'  
Heed what this wise man says  
Keep away from redheads...

"
Rod Stewart,/r/rod+stewart/my+funny+valentine_20692068.html,My Funny Valentine,"My funny Valentine  
Sweet comic Valentine  
You make me smile with my heart  
  
Your looks are laughable  
Un-photographable  
Yet you're my favorite work of art  
  
Is your figure less than Greek  
Is your mouth a little weak  
When you open it to speak  
Are you smart?  
  
Don't change a hair for me  
Not if you care for me  
Stay little Valentine  
Stay!  
Each day is valentine's day  
  
Is your figure less than Greek  
Is your mouth a little weak  
When you open it to speak  
Are you smart?  
  
Don't change a hair for me  
Not if you care for me  
Stay little Valentine  
Stay, oh stay!  
Each day is valentine's day

"
Rolling Stones,/r/rolling+stones/heart+of+stone_20117955.html,Heart Of Stone,"There's been so many girls that I've known  
I've made so many cry, and still I wonder why  
Here comes a little girl, I see her walking down the street  
She's all by herself, I try to knock her off her feet  
  
'Cause you'll never break, never break, never break, never break  
This heart of stone, oh no, no, this heart of stone  
  
What's different about her I don't really know  
No matter how I try, I just can't make her cry  
  
'Cause you'll never break, never break, never break, never break  
This heart of stone, oh no, no, this heart of stone  
  
Don't keep on looking that same old way  
If you try acting sad, you'll only make me glad  
Better listen little girl, if you going walking down the street  
I ain't got no love, I ain't the kind to meet  
  
'Cause you'll never break, never break, never break, never break  
This heart of stone, oh no, no, you'll never break this heart of stone darling  
  
No no this heart of stone  
You'll never break it darling  
You won't break this heart of stone oh no no no  
You better go, you better go home  
'Cause you'll, you'll never break this heart of stone  
You better, you better drive on home

"
Rolling Stones,/r/rolling+stones/if+you+let+me_20118365.html,If You Let Me,"You don't really understand  
How it feels to be your man  
You're just nice to have around, now  
But I'll let you guess  
You can get me  
If you let me, oh yes  
It's nice to talk to you today  
It's very pleasant anyway  
Is this as far as you go, girl  
But I'll let you guess  
You can get me  
If you let me, oh yes  
You can get me  
If you let me, oh yes  
Yes, you're younger than I thought  
You're so tall and I'm so short  
It doesn't matter anyhow  
But I'll let you guess  
You can get me  
If you let me, oh yes  
It's a brand new thing for me  
Loving you so physically  
The time has come to say goodnight  
But I'll let you guess  
You can get me  
If you let me, oh yes  
Oh yes  

"
Roxette,/r/roxette/jefferson_20118795.html,Jefferson,"Jefferson was always out of luck  
I remember when we both grew up  
Jefferson got hit by a westbound truck  
I guess that didn't make him look like a million bucks  
That night when Sally really stole the show  
And every boy was captured diggin' for gold  
Poor old Jefferson was left in the snow  
  
I'm gonna pray for Jefferson Pray for Jefferson's soul  
  
Jefferson is always on my mind  
When him and me were runnin' out of time  
Jefferson was sure enough left behind  
The cops came in and took him by surprise  
That night when Sally really showed her game  
The neighbourhood would never be the same  
Poor old Jefferson got the blame  
  
I'm gonna pray for Jefferson Pray for Jefferson's soul  
  
I do believe he didn't do wrong  
I say a prayer for someone I care for  
  
That night where Sally really gave it all  
And made us small boys look quite tall  
Poor old Jefferson left the ball

"
Roxette,/r/roxette/lies_20118675.html,Lies,"Put 'em on  
Put the big boots on  
Baby put them big boots on.  
  
Make a mark  
Make a good kick start  
Kick yourself right outa my heart.  
  
It's a cookin' jumpin' jivin' shout  
'Cause you're every little thing I can do without  
Every line you lay, every trick you trade  
They could never ever make the grade.  
  
Lies  
La-la-la-la-lies  
It's all lies  
La-la-la-la-lies  
You're all lies.  
  
Honeybutt  
Keep your big mouth shut  
Baby keep that big mouth shut.  
  
It's a steamin' jumpin' jivin' shout  
'Cause you're every little thing I still dream about  
But the love you lay, every prayer you pray  
It will never ever make my day  
Listen to me good...  
  
Lies  
La-la-la-la-lies  
It's all lies  
Only lies  
La-la-la-la-lies  
You're all lies.  
  
Doo doo doo doo doo.

"
Soundgarden,/s/soundgarden/she+likes+surprises_20128238.html,She Likes Surprises,"Girlie dress and making her best  
She makes up her hair for the 90s  
Dirty shoes and hiding her blues  
She's dying to lose what she's finding  
  
So easy to leave it or take it in stride  
So easy to read when she's faking her smile  
She likes surprises, she likes surprises  
Anything in colorful disguises  
  
Lips and thighs abused by our eyes  
Acting surprised that she likes it  
Chocolate cream, an amphetamine  
Torn at the seams, she's crying  
  
So easy to leave it or take it in stride  
So easy to read when she's faking her smile  
She likes surprises, she likes surprises  
Anything in colorful disguises  
  
She gets a little I guess  
She gets it more or less  
She likes surprises  
Anything in colorful disguises  
  
So easy to leave it or take it in stride  
So easy to read when she's faking her smile  
She like surprises, she likes surprises  
Anything in colorful disguises

"
Steely Dan,/s/steely+dan/black+cow_20130078.html,Black Cow,"In the corner  
Of my eye  
I saw you in Rudy's  
You were very high  
You were high  
It was a cryin' disgrace  
They saw your face  
  
On the counter  
By your keys  
Was a book of numbers  
And your remedies  
One of these  
Surely will screen out the sorrow  
But where are you tomorrow  
  
I can't cry anymore  
While you run around  
Break away  
Just when it  
Seems so clear  
That it's  
Over now  
Drink your big black cow  
And get out of here  
  
Down to Greene Street  
There you go  
Lookin' so outrageous  
And they tell you so  
You should know  
How all the pros play the game  
You change your name  
  
Like a gangster  
On the run  
You will stagger homeward  
To your precious one  
I'm the one  
Who must make everything right  
Talk it out till daylight  
  
I don't care anymore  
Why you run around  
Break away  
Just when it  
Seems so clear  
That it's  
Over now  
Drink your big black cow  
And get out of here

"
Stone Roses,/s/stone+roses/sally+cinnamon_20132510.html,Sally Cinnamon,"Until Sally I was never happy  
I needed so much more  
Rain clouds oh they used to chase me  
Down they would pour  
Join my tears  
Allay my fears  
Sent to me from heaven  
Sally cinnamon  
You are my world  
  
I pop pop pop blow blow bubble gum  
You taste of cherryade  
There is something here you must show me  
From what you are made  
Sugar and spice  
And all things nice  
  
Sent to me from heaven  
Sally cinnamon  
You are my world  
  
Your eyes are gazing back from  
Every little piece of glass  
You seem to smile from every place  
Sally cinnamon  
You are my world  
  
Then I put the letter back in  
The place where it was found  
It's a pocket in a jacket  
On a train in town  
  
Sent to her from heaven  
Sally cinnamon  
Your her world

"
Stone Temple Pilots,/s/stone+temple+pilots/big+bang+baby_20132606.html,Big Bang Baby,"I got a picture of a photograph  
Of a wedding and a shell  
It's just burning itching memory  
I never kiss and tell  
  
So turn it up and burn it  
There's a hole in your head  
There's a hole in your head  
Where the birds can't sing along  
Does anybody know how the story really goes  
How the story really goes  
Or do we all just hum along  
  
Sell your soul and sign an autograph  
Big bang baby, it's a crash, crash, crash  
I wanna cry but I gotta laugh  
Orange crush mama is a laugh, laugh, laugh  
  
Spin me up, spin me, spin me out  
Station to station send me up and out  
Is this what life and love is all about  
I think I think so  
  
We used to see in color  
Now it's only black and white  
Yeah it's only black and white  
'Cause the world is color blind  
Does anybody know how the story really goes  
How the story really goes  
Or do we all just hum along  
  
Sell your soul and sign an autograph  
Big bang baby, it's a crash, crash, crash  
I wanna cry but I gotta laugh  
Orange crush mama is a laugh, laugh, laugh  
  
Nothing's for free  
Nothing's for free  
Take it away boys  

"
Supertramp,/s/supertramp/oh+darling_20133848.html,Oh Darling,"Oh darling, will you ever change your mind  
I've been feeling left behind  
Like a shadow in your light  
Like a shadow in your light, in your light  
  
Ah honey won't you say that I'm the one  
And if you think you're gonna run  
Well you know  
  
I'm gonna be around you, all about you  
Always by your side  
I'm gonna dream about you, scheme about you  
Love you all the time  
I'm gonna catch you lady, catch you lady yeah  
  
The news is all over town  
You better not let me down  
Keep telling me you're feeling good  
As good as you ever could  
Please tell me that you'll never go, ah ah no no  
Tell me that you'll never go, never go  
  
Ah lately, I'm like a watch that's overwound  
And I've got both feet off the ground  
Because you see  
  
I'm gonna be so busy, oh my pretty  
Love you night and day  
And through the rain and shine  
I'll make you mine  
I'll love you come what may  
I'm gonna catch you lady, catch you lady  
Catch you lady uh huh  
I'm gonna catch you lady, catch you lady  
Catch you lady uh huh  
I'm gonna (I'm gonna) I'm gonna (I'm gonna)  
I'm gonna (I'm gonna) I'm gonna catch you lady  
I'm gonna (I'm gonna) I'm gonna (I'm gonna)  
I'm gonna (I'm gonna) I'm gonna catch you lady  
I'm gonna (I'm gonna) I'm gonna (I'm gonna)  
I'm gonna (I'm gonna) I'm gonna catch you lady  
I'm gonna (I'm gonna) I'm gonna (I'm gonna)  
I'm gonna (I'm gonna) I'm gonna catch you lady  
  
Mmm-hmm, mmm-hmm, mmm-hmm, mmm-hmm  
Mmm-hmm, mmm-hmm, mmm-hmm, mmm-hmm  
Ah ah ah, ah ah ah, ah ah ah, ah ah ah

"
Talking Heads,/t/talking+heads/wild+wild+life_20135077.html,Wild Wild Life,"I'm wearin' a  
Fur pyjamas  
I ride a  
Hot Potata'  
It's tickling my fancy  
Speak up, I can't hear you  
  
Here on this mountaintop  
Woahoho  
I got some wild, wild life  
I got some news to tell ya  
Woahoho  
About some wild, wild life  
Here come the doctor in charge  
Woahoho  
She's got some wild, wild life  
Ain't that the way you like it?  
Ho, ha!  
Living wild, wild life.  
  
I wrestle, with your conscience  
You wrestle, with your partner  
Sittin' on a window sill, but he  
Spends his time behind closed doors  
  
Check out Mr. Businessman  
Oh, ho ho  
He bought some wild, wild life  
On the way to the stock exchange  
Oh, ho ho  
He got some wild, wild life  
Break it up when he opens the door  
Whoahoho  
He's doin' wild, wild life  
I know that's the way you like it  
Wo ho  
Living wild, wild life  
  
Peace of mind?  
Piece of cake!  
Thought control!  
You get on board anytime you like  
  
Like sittin' on pins and needles  
Things fall apart, it's scientific  
  
Sleeping on the interstate  
Woah ho ah  
Getting wild, wild life  
Checkin' in, a checkin' out!  
Uh, huh!  
I got a wild, wild life  
Spending all of my money and time  
Oh, ho ho  
Done too much wild, wild  
We want to go, where we go, where we go  
Oh, ho ho!  
I doing wild, wild life  
I know it, that's how we start  
Uh, huh  
Got some wild, wild life  
Take a picture, here in the daylight  
Oh, ho!  
They got some wild, wild life  
You've grown so tall, you've grown so fast  
Oh, ho ho  
Wild, wild  
I know that's the way you like it  
Oh, ho!  
Living wild wild wild wild, life.

"
Tim Buckley,/t/tim+buckley/sally+go+round+the+roses_20239110.html,Sally Go 'round The Roses,"Sally go round the roses  
Sally go round the roses  
Sally go round the roses  
Sally go round the roses  
Oh, Sally don't you go down  
Oh, Sally don't you go down  
The saddest thing in this whole wide world  
Is to find your baby been laying with another girl  
Sally, don't you do down, honey  
Aw, Sally don't you go down town  
Well, I'm going down town, Lord, I'm drinkin' tonight  
I'm goin' down town, gonna be dancin' tonight  
I'm goin down town, gonna drink myself blind  
I'm goin' down town, I gotta keep that mood high  
It's been a long time since I've had my way  
It's been a long time since I've had my way at all  
I want to do that drunken belly rub  
I want to sing that jukebox melody  
Now sally, don't you go down  
I want to stroll like we used to stroll  
Way back home in Baltimore  
Singing, Sally go round the roses  
Sally go round the roses  
Sally go round the roses  
Sally go round the roses  
Sally, don't you go down  
Oh, baby don't you go down town  
The saddest thing in this whole wide world  
To find your baby been laying with another girl  
Sally, don't you go down  
Oh, darlin', don't you go down town  
I'm singin', Sally go round the roses  
I'm singin', Sally go round the roses  
I'm singin', Sally go round the roses  
I'm singin', Sally go round the roses  
I'm singin', Sally go it around  
Sally go it around  
Sally go it around  
Sally go it around  
The roses, roses  
Sally going round the roses  

"
Tool,/t/tool/parabol_20139400.html,Parabol,"So familiar and overwhelmingly warm  
This one, this form I hold now.  
Embracing you, this reality here,  
This one, this form I hold now, so  
Wide eyed and hopeful.  
Wide eyed and hopefully wild.  
  
We barely remember what came before this precious moment,  
Choosing to be here right now. Hold on, stay inside  
This body holding me, reminding me that I am not alone in  
This body makes me feel eternal. All this pain is an illusion.

"
Tori Amos,/t/tori+amos/hotel_20139465.html,Hotel,"Met'em in a hotel  
Met'em in a hotel beneath ground  
Tell me that he's missing  
Tell me this is one for Lollipop Gestapo  
You were wild where are you now  
You were wild where are you now  
  
Give me more  
Give me more  
Give me more  
  
I have to learn to let you crash down  
I have to learn to let you crash  
  
Met'em in a hotel  
Met'em in a hotel  
You say he's the biggest thing  
There'll be this year  
I guess that what I'm seeking  
I guess that what I'm seeking isn't here  
  
Met him in a hotel  
Met him in a guess world  
Guessed anyone but you  
  
You were wild where are you now  
You were wild where are you now  
  
Give me more  
Give me more  
Give me more  
  
I have to learn to let you crash down  
I have to learn to let you crash  
  
Where are the velvets  
When you're coming down  
  
You were wild where are you now  
You were wild where are you now  
  
King Solomon's Mines  
Exit 75  
I'm still alive  
I'm still alive  
I'm still alive

"
Travis,/t/travis/why+does+it+always+rain+on+me_20140518.html,Why Does It Always Rain On Me?,"I can't sleep tonight  
Everybody's saying everything is alright  
Still I can't close my eyes  
I'm seeing a tunnel at the end of all of these lights  
Sunny days, where have you gone?  
I get the strangest feeling you belong  
  
Why does it always rain on me?  
Is it because I lied when I was seventeen?  
Why does it always rain on me?  
Even when the sun is shinning I can't avoid the lightning  
  
I can't stand myself  
I'm being held up by invisible men  
Still life on a shelf when  
I've got my mind on something else  
Sunny days, oh where have you gone  
I get the strangest feeling you belong  
  
Why does it always rain on me?  
Is it because I lied when I was seventeen?  
Why does it always rain on me?  
Even when the sun is shinning I can't avoid the lightning  
  
Middle eight  
Oh where did the blue sky go?  
Oh why is it raining so?  
It's so cold  
  
I can't sleep tonight  
Everybody's saying everything is alright  
Still I can't close my eyes  
I'm seeing a tunnel at the end of all of these lights  
Sunny days, where have you gone?  
I get the strangest feeling you belong  
  
Why does it always rain on me?  
Is it because I lied when I was seventeen?  
Why does it always rain on me?  
Even when the sun is shinning I can't avoid the lightning  
  
Oh where did the blue sky go? oh why is it raining so?  
It's so cold  
  
Why does it always rain on me?  
Is it because I lied when I was seventeen?  
Why does it always rain on me?  
Even when the sun is shinning I can't avoid the lightning  
Why does it always rain on me?  
Why does it always rain on

"
